Entry,Labcode,Labcode_cmt,Labcode_cmt2,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context,Context2,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,seed_association,seed_cmt,coast_manual,Reference,Remark
988,KCP-151,,,가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,house,1호 주거지,,charcoal,,,,4390,60,Apr_2017 (So),,,,,,국립문화재연구소 1999:168-174,
990,SNU12-R201,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,2호주거지,,charcoal,,-23.7,,4480,40,Apr_2017 (So),MC,,FM I BM I,,,"국립문화재연구소2013:268~269,",
991,SNU12-R202,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,3호주거지,,charcoal,,-23.7,,4480,50,Apr_2017 (So),MC,,FM G FM I,,,"국립문화재연구소2013:268~269,",
992,SNU12-R013,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,3호주거지 주변 갈색사질토,,charcoal,,-28.16,,4840,60,Apr_2017 (So),MC,,FM G FM I,,,"국립문화재연구소2013:268~269,",
993,SNU12-R203,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,4호주거지,,charcoal,,-23.7,,4600,50,Apr_2017 (So),MC,,FM I,,,"국립문화재연구소2013:268~269,",
994,Beta-284063,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,7호주거지,,charcoal,,-25.4,,4690,40,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
995,Beta-288909,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,7호주거지,,charcoal,,-26.5,,4660,40,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
996,Beta-288911,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,2호야외노지,,charcoal,,-23.7,,5710,40,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
997,SNU12-R003,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,3호야외노지,,charcoal,,-17.43,,5970,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
998,SNU12-R011,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,4호야외노지,,charcoal,,-16.91,,4530,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
999,SNU12-R004,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,"5,6호야외노지",,charcoal,,-21.98,,4520,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1000,SNU12-R005,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,7호야외노지,,charcoal,,-14.39,,4540,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1001,SNU12-R199,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,"7,8호 야외노지",,charcoal,,-23.7,,4460,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1002,SNU12-R001,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,10호 야외노지,,charcoal,,-21.46,,5220,50,Apr_2017 (So),EC?,,BM G,,,"국립문화재연구소2013:268~269,",
1003,SNU12-R200,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,10호 야외노지,,charcoal,,-23.7,,5170,50,Apr_2017 (So),EC?,,BM G,,,"국립문화재연구소2013:268~269,",
1004,SNU12-R197,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,12호 야외노지,,charcoal,,-28.99,,4440,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1005,SNU12-R002,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,outdoor hearth,추정야외노지(11년),,charcoal,,-18.62,,4270,60,Apr_2017 (So),,,FM BM G,,,"국립문화재연구소2013:268~269,",
1006,SNU12-R014,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,strat,중기 유물층,,charcoal,,-25.91,,5120,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1007,SNU12-R007,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,strat,전기 유물층,,charcoal,,-15.29,,6240,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1011,SNU12-R193,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,02-3호주거지,,charcoal,,-33.18,,6200,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1012,SNU12-R194,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,02-6호주거지,,charcoal,,-32.74,,5920,70,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1013,SNU12-R195,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,02-7호주거지,,charcoal,,-35.68,,6030,50,Apr_2017 (So),,,,,,"국립문화재연구소2013:268~269,",
1014,TKa-13909,,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,house,02-7호주거지,,charcoal,,-22.9,,6595,40,Apr_2017 (So),,,,,,國木田大·吉田邦夫 2007:431-438,
1015,SNU07-133,,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,house,1호주거지,,charcoal,,-29.09,,4400,50,Apr_2017 (So),,,,,,예맥문화재연구원 2009:249-262.,
1016,SNU04-950,,,강릉초당동(247번지),,,Chodangdong 247,,1,,37.78662,128.913946,HK,,,강원,강릉,,house,4호주거지,,charcoal,,-34.2,,4720,60,Apr_2017 (So),,,,,,강원문화재연구소 2005:277,
1017,SNU07-122,,,금진리,,,Geumjinri,,1,467번지,37.62803,129.045015,HK,,,강원,강릉,,outdoor hearth,야외노지,,charcoal,,-32.33,,3940,60,Apr_2017 (So),,,,,,예맥문화재연구원2008:243-257,
1018,PLD-7625,,,금진리,,,Geumjinri,,1,467번지,37.62803,129.045015,HK,,,강원,강릉,,outdoor hearth,야외노지,,charcoal,,-25.93,,4065,25,Apr_2017 (So),,,,,,예맥문화재연구원2008:243-257,
1019,OWd080018,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,outdoor hearth,1호야외노지,,charcoal,,-23.8,,4330,40,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1020,OWd080019,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,outdoor hearth,2호야외노지,,charcoal,,-25.8,,4380,50,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1021,OWd080020,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,outdoor hearth,3호야외노지,,charcoal,,-22.7,,4330,40,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1022,OWd080021,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,outdoor hearth,4호야외노지,,charcoal,,-25.5,,4450,50,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1023,OWd080022,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,outdoor hearth,5호야외노지,,charcoal,,-24.3,,4380,50,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1024,OWd080023,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,outdoor hearth,6호야외노지,,charcoal,,-26.1,,4160,50,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1025,OWd080056,,,영월 주천리 (375번지),,,Jucheonri 375,,1,,37.26425,128.287634,HK,,,,,,strat,그리드내강자갈층,,charcoal,,-25.6,,4360,50,Apr_2017 (So),,,,,,강원문화재연구소 2009:221-224.,
1026,OWd090049,,,영월 주천리,,,Jucheonri,,1,,37.268115,128.269651,HK,,,,,,house,1호주거지,,charcoal,,-24.3,,4670,50,Apr_2017 (So),,,,,,예맥문화재연구원 2010:563-564,
1027,OWd090050,,,영월 주천리,,,Jucheonri,,1,,37.268115,128.269651,HK,,,,,,house,2호주거지,,charcoal,,-24.5,,4840,50,Apr_2017 (So),,,,,,예맥문화재연구원 2010:563-564,
1028,OWd090693,,,평창 용항리,,,Yonghangri,,1,,37.402692,128.390323,HK,,,,,,outdoor hearth,2호야외노지,,charcoal,,-26.2,0.3,4140,40,Jul 2020 (Kim),,,,,,예맥문화재연구원 2010:297-302,
1029,OWd090694,,,평창 용항리,,,Yonghangri,,1,,37.402692,128.390323,HK,,,,,,outdoor hearth,9호야외노지,,charcoal,,-26.9,0.4,7420,50,Jul 2020 (Kim),,,,,,예맥문화재연구원 2010:297-302,
1030,-,,,천전리,,,Chunjeonri,,1,A지역,37.930712,127.777965,HK,,,,,,house,A-74호주거지,,charcoal,,-34.2,,3730,60,Jul 2020 (Kim),,,,,,강원문화재연구소 2009:192-211,
1031,-,SNU-?,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,1굴 Ⅲ층(12ㄴ),,charcoal,,,,3830,40,Apr_2017 (So),,,,,,연세대박물관 2009,
1032,-,SNU-?,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,1굴 Ⅲ층(12ㄴ),,charcoal,,,,4160,80,Apr_2017 (So),,,,,,연세대박물관 2009,
1033,-,SNU-?,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,1굴 Ⅲ층(10ㄷ),,charcoal,,,,4570,80,Apr_2017 (So),,,,,,연세대박물관 2009,
1034,-,SNU-?,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,1굴 Ⅳ층(10ㄷ),,charcoal,,,,4690,80,Apr_2017 (So),,,,,,연세대박물관 2009,
1035,SNU04-415,,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,2굴 Ⅲ층(7ㄹ),,charcoal,,,,3800,100,Apr_2017 (So),,,,,,연세대박물관 2009,
1036,-,SNU-?,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,2굴 Ⅲ층(8ㄷ),,charcoal,,,,4010,80,Apr_2017 (So),,,,,,연세대박물관 2009,
1037,SNU04-413,,,영월 연당쌍굴,,,Yeondangssanggul,,1,강원도 영월군 남면 연당2리 산322-2 위치사용,37.18834,128.406781,HK,,,,,,strat,2굴 Ⅳ층(4ㄷ),,charcoal,,,,4440,40,Apr_2017 (So),,,,,,연세대박물관 2009,
1038,PLD-16110,,,원주 반곡동,,,Bangokdong,,1,,37.323098,127.983693,HK,,,,,,house,2호주거지,,charcoal,,-26.65,,3790,20,Apr_2017 (So),,,,,,한강문화재연구원 2013:31~36,
1039,PLD-16111,,,원주 반곡동,,,Bangokdong,,1,,37.323098,127.983693,HK,,,,,,pit,9호수혈,,charcoal,,-27.36,,4170,20,Apr_2017 (So),,,,,,한강문화재연구원 2013:31~36,
1040,PLD-16112,,,원주 반곡동,,,Bangokdong,,1,,37.323098,127.983693,HK,,,,,,pit,3호야외노지,,charcoal,,-26.96,,3825,20,Apr_2017 (So),,,,,,한강문화재연구원 2013:31~36,
1041,PLD-15435,,,춘천 송암동,,,Chuncheon Songamdong,,1,"송암동 287위치를 사용하였으나, C14시료가 이위치에서 나왔는지는 추후 확인필요",37.8533,127.693302,HK,,,,,,outdoor hearth,2호 야외노지,,charcoal,,-27.42,,3890,25,Apr_2017 (So),,,,,,예맥문화재연구원 2010b:401-409,
1044,SNU11-R152,,,이호동,,,Eehodong,,1,"제주 이호동 288번지위치를 사용하였으나, 자료가 이 유적에서 나왔는지는 추후확인필요",33.49918,126.463954,HK,,,제주,,,pit,11호 수혈,,charcoal,,-9.23,,2510,40,Apr_2017 (So),,,,,,제주문화유산연구원 2013:115-122.,
1045,SNU11-R153,,,이호동,,,Eehodong,,1,"제주 이호동 288번지위치를 사용하였으나, 자료가 이 유적에서 나왔는지는 추후확인필요",33.49918,126.463954,HK,,,제주,,,pit,18호 수혈 중복주혈,,charcoal,,3.85,,2480,40,Apr_2017 (So),,,,,,제주문화유산연구원 2013:115-122.,
1046,SNU11-R154,,,이호동,,,Eehodong,,1,"제주 이호동 288번지위치를 사용하였으나, 자료가 이 유적에서 나왔는지는 추후확인필요",33.49918,126.463954,HK,,,제주,,,pit,33호 수혈,,charcoal,,-7.87,,2280,50,Apr_2017 (So),,,,,,제주문화유산연구원 2013:115-122.,
1047,SNU11-R155,,,이호동,,,Eehodong,,1,"제주 이호동 288번지위치를 사용하였으나, 자료가 이 유적에서 나왔는지는 추후확인필요",33.49918,126.463954,HK,,,제주,,,,,,charcoal,,-8.95,,6360,50,Apr_2017 (So),,,,,,제주문화유산연구원 2013:115-122.,
1050,SNU09-R097,,,오등동,,,Odeungdong,,1,,33.43193,126.555191,HK,,,제주,,,strat,II 층,,charcoal,,-36.38,,4330,50,Apr_2017 (So),,,,,,제주문화유산연구원 2012:185-189,
1051,SNU09-R098,,,오등동,,,Odeungdong,,1,,33.43193,126.555191,HK,,,제주,,,strat,II-3층,,charcoal,,-29.38,,5440,80,Apr_2017 (So),,,,,,제주문화유산연구원 2012:185-189,
1052,KSU-152,,,북촌리,,,Bukchonri,,1,"북촌리바위그늘유적위치 사용, 탄소연대가 이 유적에서 나왔는지는 추후확인필요",33.54746,126.700253,HK,,,제주,,,strat,최하층,,shell,,,,2920,25,Apr_2017 (So),,,,,,제주대박물관1988:28,
1053,SNU12-R085,,,한동리,,,Handongri,,1,"한동리 1367번지 위치를 사용하였으나, 탄소연대가 이 유적에서 나왔는지는 추후확인필요",33.54302,126.829856,HK,,,제주,,,strat,3층 추정,,charcoal,,-21.29,,3340,40,Apr_2017 (So),,,,,,제주고고학연구소,
1054,SNU12-R082,,,한동리,,,Handongri,,1,"한동리 1367번지 위치를 사용하였으나, 탄소연대가 이 유적에서 나왔는지는 추후확인필요",33.54302,126.829856,HK,,,제주,,,outdoor hearth,야외노지,,charcoal,,-18.36,,2980,40,Apr_2017 (So),,,,,,제주고고학연구소,
1055,SNU12-R083,,,한동리,,,Handongri,,1,"한동리 1367번지 위치를 사용하였으나, 탄소연대가 이 유적에서 나왔는지는 추후확인필요",33.54302,126.829856,HK,,,제주,,,strat,융기문문화층(지표하95cm),,charcoal,,-18.06,,5030,40,Apr_2017 (So),,,,,,제주고고학연구소,
1056,SNU12-R084,,,한동리,,,Handongri,,1,"한동리 1367번지 위치를 사용하였으나, 탄소연대가 이 유적에서 나왔는지는 추후확인필요",33.54302,126.829856,HK,,,제주,,,strat,하층패각층(지표하90cm),,charcoal,,-21.65,,3140,40,Apr_2017 (So),,,,,,제주고고학연구소,
1057,Beta-70663,,,김천 송죽리,,,Songjukri,,1,송죽리 골프장 위치사용,36.04246,128.054296,HK,,,,,,house,3호주거지,,charcoal,,-25,,4380,60,Apr_2017 (So),LC,봉계리식 토기단계,,,,계명대박물관 2006:283-288.,
1059,Beta-65988,,,청도 암음 오진리,,,Ojinri,,1,,35.7086,128.963897,HK,,,,,,hearth,오진리 1 노지,,charcoal,,,,3480,100,Apr_2017 (So),FC,,,,,"부산대박물관 1994:237, 말기율리식(이중구연)토기",
1060,Beta-65989,,,청도 암음 오진리,,,Ojinri,,1,,35.7086,128.963897,HK,,,,,,hearth,오진리 2노지,,charcoal,,,,2970,60,Apr_2017 (So),FC,,,,,"부산대박물관 1994:237, 말기율리식(이중구연)토기",
1061,SNU09-503,,,대구달천리 135,,,Dalcheonri 135,,1,,35.88996,128.47795,HK,,,,,,outdoor hearth,1호 야외노지,,charcoal,,-24.15,,4100,60,Apr_2017 (So),,,,,,대동문화재연구원 2011:37-40,
1062,SNU09-504,,,대구달천리 135,,,Dalcheonri 135,,1,,35.88996,128.47795,HK,,,,,,strat,20TR 뻘층,,charcoal,,-26.78,,3620,50,Apr_2017 (So),,,,,,대동문화재연구원 2011:37-40,
1063,PLD-10702,,,울산중산동 139,,,Jungsandong 139,,1,,35.65115,129.350632,HK,,,,,,outdoor hearth,야외노지 2호,,charcoal,,-27.12,,4005,30,Apr_2017 (So),,,,,,울산문화재연구원 2009:77-82,
1064,PLD-4107,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,outdoor hearth,야외노지 1호,,charcoal,,-27.49,,3475,20,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1065,PLD-4108,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,outdoor hearth,야외노지 2호,,charcoal,,-23.5,,4405,20,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1066,PLD-4109,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,outdoor hearth,야외노지 3호,,charcoal,,-25.86,,4045,20,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1067,PLD-4110,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,outdoor hearth,야외노지 4호,,charcoal,,-25.97,,3455,20,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1068,PLD-4111,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,outdoor hearth,야외노지 5호,,charcoal,,-26.52,,4345,20,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1069,PLD-4112,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,outdoor hearth,야외노지 6호,,charcoal,,-26.73,,3500,20,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1070,PLD-4113,,,울산 궁근정리,,,Gunguenjungri,,1,울산광역시 울주군 상북면 궁근정리 1046번지 외,35.61584,129.063367,HK,,,,,,artifact area,E구역 토기산포지,,charcoal,,-26.13,,4495,25,Apr_2017 (So),,,,,,울산문화재연구원 2007:65-79.,
1071,SNU12-R022,,,진주 평거 4-1지구,,,Pyeonggeo 4-1,,1,,35.16712,128.056004,HK,,,,,,house,5호주거지,,charcoal,,-30.57,,4450,50,Apr_2017 (So),,,FM G BM G Azuki G Soy G,,,경남발전연구원 2012(Ⅱ):344-347.,
1072,SNU12-R023,,,진주 평거 4-1지구,,,Pyeonggeo 4-1,,1,,35.16712,128.056004,HK,,,,,,stone accumulation,111호적석유구,,charcoal,,-30.75,,4370,50,Apr_2017 (So),,,,,,경남발전연구원 2012(Ⅱ):344-347.,
1073,SNU09-R130,,,진주 평거 3-1지구,,,Pyeonggeo 3-1,,1,,35.16712,128.056004,HK,,,,,,house,"Locality 3-1, 신석기시대 2호 주거지 수혈 ② 내 #2 (구유구명 28Grid 29-2수혈 #2)",,charcoal,quercus,-28.61,,3620,60,Apr_2017 (So),,,FM G BM G ,,,경남발전연구원 2011(Ⅵ부록):353,
1074,NUTA-1034,,,합천 봉계리,,,Bonggyeri,,3,합천댐수몰지역 임의위치사용,35.60805,128.031034,HK,,,,,,house,9호주거지,,charcoal (annual),walnut,,,4060,150,Apr_2017 (So),LC,봉계리식 토기단계,,,,강형태외 1993 :44 재인용,
1075,SNU11-970,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,A구간Ⅵ-1층,,charcoal,,-26.05,,4700,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1076,SNU11-973,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,A구간Ⅵ-1층,,charcoal,,-22.34,,5030,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1077,SNU11-971,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,A구간Ⅵ-2층,,charcoal,,-25.78,,5090,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1078,SNU11-974,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,A구간Ⅵ-2층,,charcoal,,-26.49,,5120,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1079,SNU11-972,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,A구간Ⅶ층,,charcoal,,-24.96,,5410,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1080,SNU11-975,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,A구간Ⅷ층,,charcoal,,-21.7,,5370,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1081,SNU11-976,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅵ-1층,,charcoal,,-26.69,,5440,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1082,SNU11-977,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅵ-2층,,charcoal,,-24.21,,5480,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1083,SNU11-978,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅵ-3층,,charcoal,,-27.74,,5320,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1084,SNU11-979,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅷ-1층,,charcoal,,-29.46,,5510,60,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1085,SNU11-980,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅷ-2층,,charcoal,,-27.97,,5280,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1086,SNU11-981,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅷ-2층,,charcoal,,-24.29,,5500,60,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1087,SNU11-982,,,울산 황성동,신항만부두 연결도로,,Hwangseongdo road to new port,,2,"울산 신항만 연결도로 위치를 사용하였으나, 정확한 위치는 추후확인필요",35.46057,129.362308,HK,,,,,,strat,B구간Ⅷ-2층,,charcoal,,-23.21,,5470,50,Apr_2017 (So),,,,,,한국문물연구원 2012:454-479.,
1088,Beta-119436,,,세죽리,,,Sejukri,,2,황정동 620번지 확인불가,35.45971,129.357806,HK,,,경남,울산,,strat,C3 pit Ⅱ-2층,,wood,,-27.6,,4390,60,Apr_2017 (So),,,,,,동국대매장문화재연구소 2007 : 139,
1089,Beta-119433,,,세죽리,,,Sejukri,,2,황정동 620번지 확인불가,35.45971,129.357806,HK,,,,,,strat,B5 Pit Ⅲ-1층,,wood,,-28.1,,6040,80,Apr_2017 (So),,,,,,동국대매장문화재연구소 2007 : 139,
1090,Beta-119434,,,세죽리,,,Sejukri,,2,황정동 620번지 확인불가,35.45971,129.357806,HK,,,,,,strat,B5 Pit Ⅲ-2층,,wood,,-29.3,,6020,70,Apr_2017 (So),,,,,,동국대매장문화재연구소 2007 : 139,
1091,Beta-119435,,,세죽리,,,Sejukri,,2,황정동 620번지 확인불가,35.45971,129.357806,HK,,,,,,strat,B5 Pit Ⅲ-3a층,,wood,,-28.3,,6240,50,Apr_2017 (So),,,,,,동국대매장문화재연구소 2007 : 139,
1098,SNU05-348,,,비봉리,,,Bibongri,,1,,35.41067,128.645405,HK,,,경남,창녕,,pit,Charred deposit (Layer 14 Pit II),,charcoal,,-24.13,,2810,60,Jul 2020 (Kim),LC,,,,T,국립김해박물관 2008,1차보고서
1105,TO-8783,,,동삼동 정화지역,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,house,정화구역(부산박)5층,1호주거지,charcoal (annual),Foxtail Millet,,,4590,100,Apr_2017 (So),MC,수가리1식토기관련유적,,,,"부산박물관 2007:436-480, Crawford and Lee 2003",
1116,GAK-6666,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,5층,,shell,,,,5820,140,Apr_2017 (So),,,FM I,"Obata (2013) reports FM impression on Early Neolithic pottery (영선동식) from Layer V. Layer V hows mostly Middle Neolithic pottery (수가리식),  but alsoly  EarNeolithic pottery  (영선동식)o. were detected too, So it is not clear whether these dates from Layer V actu",,坂田邦洋 1978: 52(강형태 1993 : 46 재인용),
1117,GAK-6667,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,5층,,shell,,,,5500,100,Apr_2017 (So),,,FM I,"Obata (2013) reports FM impression on Early Neolithic pottery (영선동식) from Layer V. Layer V hows mostly Middle Neolithic pottery (수가리식),  but alsoly  EarNeolithic pottery  (영선동식)o. were detected too, So it is not clear whether these dates from Layer V actu",,坂田邦洋 1978: 52(강형태 1993 : 46 재인용),
1118,GAK-6669,,,동삼동,,,Dongsamdong,,1,,35.07093,129.079771,HK,,,,,,strat,5층,,shell,,,,5190,130,Apr_2017 (So),,,FM I,"Obata (2013) reports FM impression on Early Neolithic pottery (영선동식) from Layer V. Layer V hows mostly Middle Neolithic pottery (수가리식),  but alsoly  EarNeolithic pottery  (영선동식)o. were detected too, So it is not clear whether these dates from Layer V actu",,坂田邦洋 1978: 52(강형태 1993 : 46 재인용),
