Entry,OR_num,Labcode,Labcode_cmt,Site name,Site name_cmt,Probable correct site name,Site name in English,Corrected_name,location accuracy score (1=best),location_cmt,Lat,Long,location_recorder,per,Abb_Name,Prov,City,Sample name,Context name,Context,Context_cmt,Material,Materail_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,collected_season,SUBPHASE,SUBPHASE_cmt,Reference,Remark
902,OR864,,SNU02-462?,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,8-1지역 3호 야외노지,,,Charcoal,,,,3840,50,Apr_2017 (So),,,중앙문화재연구원 2011:290-315,
903,OR865,SNU02-463,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,8-1지역 3호 야외노지,,,Charcoal,,,,3730,50,Apr_2017 (So),,,중앙문화재연구원 2011:290-315,
904,OR866,,,중산동,,,Jungsandong,,2,중앙문화재연구원 지점으로 임의좌표사용,37.48973,126.549723,HK,,,경기,인천,,8-1지역 3호 야외노지,,,charcoal,,,,3350,40,Apr_2017 (So),,,중앙문화재연구원 2011:290-315,
905,OR867,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,1지점 1호주거지,,,charcoal,,,,4500,60,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
906,OR868,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,2지점 3호주거지,,,Charcoal,,,,4240,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
907,OR869,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,2지점 19호야외노지,,,Charcoal,,,,3590,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
908,OR870,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,2지점 24호야외노지,,,Charcoal,,,,3540,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
909,OR871,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,2지점 28호야외노지,,,charcoal,,,,3150,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
910,OR872,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,2지점 47호야외노지,,,charcoal,,,,3770,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
911,OR873,SNU02-464,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,6지점 3호주거지,,,Charcoal,,,,4380,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
912,OR874,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,6지점 7호주거지,,,Charcoal,,,,3480,50,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
913,OR875,,,영종도 운북동,,,Unbukdong,,2,운북복합레저단지내 임의위치사용,37.52294,126.523263,HK,,,,,,6지점 10호주거지,,,Charcoal,,,,4430,60,Apr_2017 (So),,,한강문화재연구원 2012:426-455,
914,OR876,SNU04-789,,용유도 을왕리 IIIA,,,Eulwangri IIIA,,3,을왕동 유적 위치사용,37.46216,126.393779,HK,,,,,,A-1호 주거지,,,Charcoal,,-26,,4510,90,Apr_2017 (So),,,중앙문화재연구원 2006:235-238,
915,OR877,SNU04-790,,용유도 을왕리 IIIA,,,Eulwangri IIIA,,3,을왕동 유적 위치사용,37.46216,126.393779,HK,,,,,,A-3호 주거지,,,Charcoal,,-26.6,,4220,70,Apr_2017 (So),,,중앙문화재연구원 2006:235-238,
916,OR878,SNU10-550,,김포 구래리,,,Guryeri,,2,김포 양촌신도시 구래리내 임의좌표사용; 452 453과 같은 유적인지 추후확인필요,37.63985,126.627011,HK,,,경기,김포,,2-1(J) 9호 주거지,,,charcoal,,-18.46,,4020,50,Apr_2017 (So),,,고려문화재연구원 2013(본문):527-556,
917,OR879,KCL15-078,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,4호노지 1,,,Charcoal,,-37.48,,3910,60,Apr_2017 (So),,,서경문화재연구원,
918,OR880,KCL15-080,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,4호노지 3,,,Charcoal,,-22.5,,3990,50,Apr_2017 (So),,,서경문화재연구원,
919,OR881,kcl15-086,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,4호패총 1,,,Charcoal,,-17.99,,3590,50,Apr_2017 (So),,,서경문화재연구원,
920,OR882,KCL15-087,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,4호패총 2,,,charcoal,,-25.57,,3670,50,Apr_2017 (So),,,서경문화재연구원,
921,OR883,KCL15-082,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,55호노지 2,,,Charcoal,,-22.54,,4180,50,Apr_2017 (So),,,서경문화재연구원,
922,OR884,KCL15-079,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,56호노지 1,,,Charcoal,,-23.14,,4240,50,Apr_2017 (So),,,서경문화재연구원,
923,OR885,KCL15-081,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,56호노지 2,,,Charcoal,,-23.9,,4200,50,Apr_2017 (So),,,서경문화재연구원,
924,OR886,KCL15-083,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,59호 노지1,,,charcoal,,-21.83,,4220,50,Apr_2017 (So),,,서경문화재연구원,
925,OR887,KCL15-084,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,59호 노지2,,,Charcoal,,-22.09,,4240,50,Apr_2017 (So),,,서경문화재연구원,
926,OR888,KCL15-085,,용유도 남북동,,,Nambukdong,,2,문헌자료를 사용하여 남북동 북쪽해안위치 사용,37.4625,126.407355,HK,,,,,,62호 노지,,,Charcoal,,-25.45,,3790,50,Apr_2017 (So),,,서경문화재연구원,
927,OR889,,,초지리 별망패총,,,Byulmang,,2,별망성지위치 사용,37.29858,126.798597,HK,,,,,,야외노지,,,Charcoal,,,,10548,64,Apr_2017 (So),,,서울대학교 1978:Ⅶ-41,
928,OR890,,,초지리 별망패총,,,Byulmang,,2,별망성지위치 사용,37.29858,126.798597,HK,,,,,,야외노지,,,Charcoal,,,,10440,95,Apr_2017 (So),,,서울대학교 1978:Ⅶ-41,
929,OR891,,,충주 조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,포함층,,,Charcoal,,,,4580,175,Apr_2017 (So),,,충북대박물관 2001:457; 2002:128-131,
930,OR892,,,충주 조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,포함층,,,Charcoal,,,,5295,545,Apr_2017 (So),,,충북대박물관 2001:457; 2002:128-131,
931,OR893,,,충주 조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,포함층,,,Charcoal,,,,5540,40,Apr_2017 (So),,,충북대박물관 2001:457; 2002:128-131,
932,OR894,,,충주 조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,포함층,,,Charcoal,,,,5150,270,Apr_2017 (So),,,충북대박물관 2001:457; 2002:128-131,
933,OR895,,,충주 조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,51호야외노지,,,Charcoal,,,,6200,40,Apr_2017 (So),,,충북대박물관 2001:457; 2002:128-131,
934,OR896,,,충주 조동리,,,Jodongri,,1,,37.0251,127.962891,HK,,,,,,51호야외노지,,,Charcoal,,,,6140,40,Apr_2017 (So),,,충북대박물관 2001:457; 2002:128-131,
935,OR897,KR06-100,,장재리 안강골,,,Anganggol-Jangjaeri,,3,정확한 위치 확인불가,36.79095,127.099967,HK,,,충남,아산,,4호 주거지,,,charcoal,,-25.1,,4500,80,Apr_2017 (So),,,충청문화재연구원 2008:351-360,
936,OR898,SNU08-452,,아산 백암리 점배골,,,Baekamri Jumbaegol,,1,,36.80364,127.041939,HK,,,충남,아산,,KC-002 주거지,,,Charcoal,,-25.28,,4470,60,Apr_2017 (So),,,한국고고환경연구소 2010:64-68,
937,OR899,SNU08-453,,아산 백암리 점배골,,,Baekamri Jumbaegol,,1,,36.80364,127.041939,HK,,,충남,아산,,KC-003주거지,,,Charcoal,,-25.95,,4610,80,Apr_2017 (So),,,한국고고환경연구소 2010:64-68,
938,OR900,SNU06-623,,음성 금석리,,,Geumsukri,,2,음성 금석택지개발사업부지 위치사용,36.9913,127.603906,HK,,,,,,주거지 내곽,,,Charcoal,,-30.34,,4510,50,Apr_2017 (So),,,중원문화재연구원 2008:73-78.,
939,OR901,SNU06-624,,음성 금석리,,,Geumsukri,,2,음성 금석택지개발사업부지 위치사용,36.9913,127.603906,HK,,,,,,주거지 외곽,,,Charcoal,,-27.31,,4300,60,Apr_2017 (So),,,중원문화재연구원 2008:73-78.,
940,OR902,,SNU-?,대천리,,,Daecehonri,,1,,36.2864,127.57116,HK,,,충북,옥천,,dwelling (residential) area,,,보리5,,,,4380,60,Apr_2017 (So),,,한창균외 2014:48,
941,OR903,,SNU-?,대천리,,,Daecehonri,,1,,36.2864,127.57116,HK,,,충북,옥천,,dwelling (residential) area,,,밀6,,,,4590,80,Apr_2017 (So),,,한창균외 2014:48,
942,OR904,,SNU-?,관평동,,,Gwanpyeongdong,,2,"관평동 태크노밸리 (청동기유적)의 좌표를 사용하였으나, 정확한 신석기 유구의 위치는 추가확인필요",36.42064,127.385065,HK,,,충남,대전,,2지구 1호주거지,,,charcoal,,,,4490,70,Apr_2017 (So),,,중앙문화재연구원 2002:316-322,
943,OR905,OWd080217,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-26.2,,4500,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
944,OR906,OWd080218,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-27,,4480,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
945,OR907,OWd080219,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-25.3,,4510,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
946,OR908,OWd080220,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-25.4,,4530,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
947,OR909,OWd080221,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-26.1,,4500,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
948,OR910,OWd080222,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-27.3,,4580,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
949,OR911,OWd080223,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-27.2,,4550,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
950,OR912,OWd080224,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-27,,4450,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
951,OR913,OWd080225,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-28.2,,4440,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
952,OR914,OWd080226,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-26.9,,4420,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
953,OR915,OWd080227,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-27.1,,4480,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
954,OR916,OWd080228,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-26.5,,4590,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
955,OR917,OWd080229,,공주신관동 관골,,,Shingwandong,,1,공주시 선관동 산 30-1,36.47643,127.133196,HK,,,충남,공주,,주거지,,,charcoal,,-27.6,,4520,50,Apr_2017 (So),,,충청남도역사문화연구원 2009:329-342,
956,OR918,GX-26982,,공주장원리,,,Jangwonri,,1,충청남도 공주시 정안면 장원리 440-4,36.57383,127.118764,HK,,,충남,공주,,유물포함층,,,charcoal,,-26.3,,4880,220,Apr_2017 (So),,,충청문화재연구원2001:212,
957,OR919,AA1972,,학암리,,,Hakamri,,1,충남 청양군 정산면 학암리 산 20-1,36.38205,126.948643,HK,,,충남,청양,,주거지,,,charcoal,,,,4409,47,Apr_2017 (So),,,공주대박물관 2002:305-309,
958,OR920,SNU12-536,,예산효림리,,,Hyorimri,,2,예산효림리 산업단지내 임의위치사용,36.67439,126.754075,HK,,,충남,예산,,I-1지점 주거지,,,charcoal,,-27.29,,4390,50,Apr_2017 (So),,,중앙문화재연구원 2014:556-558,
959,OR921,SNU12-537,,예산효림리,,,Hyorimri,,2,예산효림리 산업단지내 임의위치사용,36.67439,126.754075,HK,,,충남,예산,,I-1지점 주거지,,,charcoal,,-28.78,,4330,50,Apr_2017 (So),,,중앙문화재연구원 2014:556-558,
960,OR922,Owd090719,,청원영하리,,,Younghari,,1,충북 청원군 북이면 영하리 산1번지,36.71938,127.579624,HK,,,충북,청원,,주거지,,,charcoal,,-26.4,,4420,50,Apr_2017 (So),,,한국선사문화연구원 2011:121-124,
961,OR923,Owd090720,,청원영하리,,,Younghari,,1,충북 청원군 북이면 영하리 산1번지,36.71938,127.579624,HK,,,충북,청원,,주거지,,,charcoal,,-26.5,,4020,50,Apr_2017 (So),,,한국선사문화연구원 2011:121-124,
962,OR924,Owd090721,,청원영하리,,,Younghari,,1,충북 청원군 북이면 영하리 산1번지,36.71938,127.579624,HK,,,충북,청원,,주거지,,,charcoal,,-28.1,,4200,50,Apr_2017 (So),,,한국선사문화연구원 2011:121-124,
963,OR925,Owd090722,,청원영하리,,,Younghari,,1,충북 청원군 북이면 영하리 산1번지,36.71938,127.579624,HK,,,충북,청원,,주거지,,,charcoal,,-28.2,,4360,50,Apr_2017 (So),,,한국선사문화연구원 2011:121-124,
964,OR926,KCP 150,,가도 패총,,,Gado,,3,해안선이 너무 심하게 변하여 정확한위치 추적 불능,35.96783,126.560351,HK,,,전북,군산,,S5-S6W2 8층,,,shell,,,,3830,70,Apr_2017 (So),FC,말기율리식(이중구연)토기,충남대박물관 2001:496-503,
965,OR927,,,관산리,,,Gwansanri,,1,,36.40337,126.579359,HK,,,충남,보령,,pit,,,charcoal,,,,4710,80,Apr_2017 (So),,,구자진 2011:236,
966,OR928,SNU06-1136,,성내리,,,Seongnaeri,,1,,36.8789,127.007758,HK,,,충남,아산,,4호주거지,,,charcoal,,-29.38,,4660,60,Apr_2017 (So),,,충청남도역사문화연구원 2007:204-206.,
967,OR929,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,충남,보령,,2호주거지,,,charcoal,,,,4420,70,Apr_2017 (So),,,구자진 2011:236,
968,OR930,,,관창리,,,Gwanchangri,,1,,36.40337,126.579359,HK,,,,,,2호주거지,,,charcoal,,,,4360,50,Apr_2017 (So),,,구자진 2011:236,
969,OR931,OWd090583,,당진석우리 소소리,,,Sukwori-Sosori,,2,합덕지방산업단지 조성사업부지내 임의위치사용,36.81355,126.744738,HK,,,,,,II-1A 주거지,,,charcoal,,-30.1,,4600,70,Apr_2017 (So),,,충청남도역사문화연구원 2011:204-206.,
970,OR932,OWd090584,,당진석우리 소소리,,,Sukwori-Sosori,,2,합덕지방산업단지 조성사업부지내 임의위치사용,36.81355,126.744738,HK,,,,,,II-1A 6호수혈유구,,,charcoal,,-20.2,,4340,50,Apr_2017 (So),,,충청남도역사문화연구원 2011:204-206.,
971,OR933,Beta-188912,,상정리,,,Sangjeongri,,3,"정확한 위치 확인불가, 삽교천근처로 임의 위치선정",36.50357,126.615398,HK,,,충남,홍성,,1st dwelling,,,charcoal,,28.4,,4390,40,Apr_2017 (So),,,충청문화재연구원 2005:109-115.,
972,OR934,,GX-?(Ⅰ),대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,,,,패총,,,charcoal,,,,4530,60,Apr_2017 (So),,,충청매장문화재연구원 2000:167-190.,
973,OR935,,GX-?(Ⅱ),대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,,,,패총,,,charcoal,,,,5150,150,Apr_2017 (So),,,충청매장문화재연구원 2000:167-190.,
974,OR936,,GX-?(Ⅲ),대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,,,,패총,,,charcoal,,,,3960,170,Apr_2017 (So),,,충청매장문화재연구원 2000:167-190.,
975,OR937,KCP530,,대죽리 패총,,,Daejukri,,1,,36.99651,126.401434,HK,,,,,,패총,,,shell,,,,4140,60,Apr_2017 (So),,,한서대박물관 2001:139-143.,
976,OR938,,AERIK,선유도패총,,,Seonyudo,,1,,35.80741,126.414521,HK,,,,,,패총,,,charcoal,,,,4810,40,Apr_2017 (So),,,김원용 1971:12,
977,OR939,PLD-22359,,태안 달산리,,,Dalsanri,,3,원청-태안 고속도로부지 임의위치사용,36.66303,126.308955,HK,,,,,,수혈유구,,,charcoal,,-27.01,,5900,25,Apr_2017 (So),,,가경고고학연구소2012:275-277,
978,OR940,PLD-22360,,태안 달산리,,,Dalsanri,,3,원청-태안 고속도로부지 임의위치사용,36.66303,126.308955,HK,,,,,,주거지,,,charcoal,,-27.5,,7010,30,Apr_2017 (So),,,가경고고학연구소2012:275-277,
979,OR941,,GX-29418?,내흥동,,,Naeheungdong,,2,신석기 유구의 위치확인필요,35.98624,126.769415,HK,,,전북,군산,,원형수혈유구,,,soil,,-27.6,,5340,110,Apr_2017 (So),,,충청문화재연구원 2006(Ⅱ):109-115.,
980,OR942,,GX-29418?,내흥동,,,Naeheungdong,,2,신석기 유구의 위치확인필요,35.98624,126.769415,HK,,,전북,군산,,원형수혈유구,,,soil,,-28.1,,5210,80,Apr_2017 (So),,,충청문화재연구원 2006(Ⅱ):109-115.,
981,OR943,SNU03-894,,내흥동,,,Naeheungdong,,2,신석기 유구의 위치확인필요,35.98624,126.769415,HK,,,전북,군산,,원형수혈유구,,,wood,,-31.92,,4960,40,Apr_2017 (So),,,충청문화재연구원 2006(Ⅱ):109-115.,
982,OR944,,,오산리,,,Osanri B,,1,,38.08705,128.661486,HK,,,,,,B-3호 적석유구,,,Charcoal,,,,5520,120,Apr_2017 (So),,,서울대박물관 1988:56-57,
983,OR945,,,오산리,,,Osanri A,,1,,38.08705,128.661486,HK,,,,,,상층,,,charcoal,,,,3260,180,Apr_2017 (So),,,최성락 1982 :91,
984,OR946,,,오산리,,,Osanri A,,1,,38.08705,128.661486,HK,,,,,,주거지(6차조사),,,charcoal,,,,11650,50,Apr_2017 (So),,,서울대박물관 1984:63,
985,OR947,Beta-120738,,양양 지경리,,,Jigyungri,,1,,37.92861,128.793739,HK,,,,,,4호 주거지,,,charcoal,,-25,,4590,70,Apr_2017 (So),MC,,강릉대박물관 2002:191~194,
986,OR948,Beta-120739,,양양 지경리,,,Jigyungri,,1,,37.92861,128.793739,HK,,,,,,6호 주거지,,,charcoal,,-25,,4420,60,Apr_2017 (So),MC,,강릉대박물관 2002:191~194,
987,OR949,Beta-120740,,양양 지경리,,,Jigyungri,,1,,37.92861,128.793739,HK,,,,,,7호 주거지,,,charcoal,,-25,,4600,80,Apr_2017 (So),MC,,강릉대박물관 2002:191~194,
988,OR950,KCP-151,,양양 가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,1호 주거지,,,charcoal,,,,4390,60,Apr_2017 (So),,,국립문화재연구소 1999:168-174,
989,OR951,KCP-146,,양양 가평리,,,Gapyeongri,,1,,38.09464,128.653335,HK,,,강원,양양,,북쪽 야외노지,,,charcoal,,,,3630,60,Apr_2017 (So),,,국립문화재연구소 1999:168-174,
990,OR952,SNU12-R201,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,2호주거지,,,charcoal,,-23.7,,4480,40,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
991,OR953,SNU12-R202,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,3호주거지,,,charcoal,,-23.7,,4480,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
992,OR954,SNU12-R013,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,3호주거지 주변 갈색사질토,,,charcoal,,-28.16,,4840,60,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
993,OR955,SNU12-R203,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,4호주거지,,,charcoal,,-23.7,,4600,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
994,OR956,Beta-284063,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,7호주거지,,,charcoal,,-25.4,,4690,40,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
995,OR957,Beta-288909,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,7호주거지,,,charcoal,,-26.5,,4660,40,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
996,OR958,Beta-288911,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,2호야외노지,,,charcoal,,-23.7,,5710,40,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
997,OR959,SNU12-R003,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,3호야외노지,,,charcoal,,-17.43,,5970,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
998,OR960,SNU12-R011,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,4호야외노지,,,charcoal,,-16.91,,4530,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
999,OR961,SNU12-R004,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,"5,6호야외노지",,,charcoal,,-21.98,,4520,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1000,OR962,SNU12-R005,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,7호야외노지,,,charcoal,,-14.39,,4540,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1001,OR963,SNU12-R199,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,"7,8호 야외노지",,,charcoal,,-23.7,,4460,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1002,OR964,SNU12-R001,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,10호 야외노지,,,charcoal,,-21.46,,5220,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1003,OR965,SNU12-R200,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,10호 야외노지,,,charcoal,,-23.7,,5170,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1004,OR966,SNU12-R197,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,12호 야외노지,,,charcoal,,-28.99,,4440,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1005,OR967,SNU12-R002,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,추정야외노지(11년),,,charcoal,,-18.62,,4270,60,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1006,OR968,SNU12-R014,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,중기 유물층,,,charcoal,,-25.91,,5120,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1007,OR969,SNU12-R007,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,전기 유물층,,,charcoal,,-15.29,,6240,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1008,OR970,SNU12-R113,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,하층밭(MAR-D-350),,,soil,,-26.05,,3980,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1009,OR971,SNU12-R114,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,하층밭(MAR-D-360),,,soil,,-28.79,,4130,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1010,OR972,SNU12-R115,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,하층밭(MAR-D-370),,,soil,,-25.39,,4260,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1011,OR973,SNU12-R193,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,02-3호주거지,,,charcoal,,-33.18,,6200,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1012,OR974,SNU12-R194,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,02-6호주거지,,,charcoal,,-32.74,,5920,70,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1013,OR975,SNU12-R195,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,02-7호주거지,,,charcoal,,-35.68,,6030,50,Apr_2017 (So),,,"국립문화재연구소2013:268~269,",
1014,OR976,TKa-13909,,문암리,,,Munamri,,1,,38.30476,128.544426,HK,,,강원,고성,,02-7호주거지,,,charcoal,,-22.9,,6595,40,Apr_2017 (So),,,國木田大·吉田邦夫 2007:431-438,
1015,OR977,SNU07-133,,철통리,,,Chultongri,,1,,38.48997,128.423558,HK,,,강원,고성,,1호주거지,,,charcoal,,-29.09,,4400,50,Apr_2017 (So),,,예맥문화재연구원 2009:249-262.,
1016,OR978,SNU04-950,,강릉초당동(247번지),,,Chodangdong 247,,1,,37.78662,128.913946,HK,,,강원,강릉,,4호주거지,,,charcoal,,-34.2,,4720,60,Apr_2017 (So),,,강원문화재연구소 2005:277,
1017,OR979,SNU07-122,,강릉금진리,,,Geumjinripyo,,1,467번지,37.62803,129.045015,HK,,,강원,강릉,,야외노지,,,charcoal,,-32.33,,3940,60,Apr_2017 (So),,,예맥문화재연구원2008:243-257,
1018,OR980,PLD-7625,,강릉금진리,,,Geumjinripyo,,1,467번지,37.62803,129.045015,HK,,,강원,강릉,,야외노지,,,charcoal,,-25.93,,4065,25,Apr_2017 (So),,,예맥문화재연구원2008:243-257,
